Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
se,020213a,C,"Saturday, February  2, 2013 06:47:03 UTC",34.9633,-84.9325,2.5,9.70,18,"Georgia, USA"
ak,10649289,2,"Saturday, February  2, 2013 06:39:19 UTC",60.1167,-152.6239,3.5,97.10,52,"Southern Alaska"
ci,15280377,0,"Saturday, February  2, 2013 06:35:18 UTC",33.4382,-116.6403,1.7,11.90,14,"Southern California"
nc,71933676,0,"Saturday, February  2, 2013 06:34:58 UTC",38.8168,-122.8250,1.2,2.80,20,"Northern California"
nc,71933681,2,"Saturday, February  2, 2013 06:34:58 UTC",38.8152,-122.8252,1.1,2.90,43,"Northern California"
us,c000ezzr,8,"Saturday, February  2, 2013 06:26:31 UTC",30.8769,142.6756,4.8,32.20,299,"Izu Islands, Japan region"
ak,10649281,1,"Saturday, February  2, 2013 05:49:04 UTC",64.4913,-146.9404,1.5,3.70,12,"Central Alaska"
us,c000ezzh,8,"Saturday, February  2, 2013 05:10:01 UTC",10.7267,-62.2780,4.4,89.60,130,"offshore Sucre, Venezuela"
ak,10649270,1,"Saturday, February  2, 2013 05:09:38 UTC",60.8114,-147.8358,2.4,19.80,24,"Southern Alaska"
nn,00401575,9,"Saturday, February  2, 2013 05:07:51 UTC",37.3640,-117.1411,1.4,4.00,23,"Nevada"
ak,10649268,1,"Saturday, February  2, 2013 04:45:48 UTC",63.0308,-149.8909,1.2,20.10, 6,"Central Alaska"
pr,13033000,0,"Saturday, February  2, 2013 04:41:47 UTC",18.0396,-67.0586,1.9,17.00, 4,"Puerto Rico"
ak,10649264,1,"Saturday, February  2, 2013 04:38:32 UTC",66.2503,-149.1014,2.4,15.80,15,"northern Alaska"
nc,71933631,0,"Saturday, February  2, 2013 04:19:49 UTC",37.4702,-118.8447,1.2,9.80,11,"Central California"
us,c000ezyt,7,"Saturday, February  2, 2013 04:16:20 UTC",-11.0856,165.1736,5.6,28.60,68,"Santa Cruz Islands"
nc,71933621,0,"Saturday, February  2, 2013 04:10:48 UTC",37.4687,-118.8477,1.2,9.50,15,"Central California"
nc,71933611,2,"Saturday, February  2, 2013 03:57:23 UTC",39.2942,-123.2355,1.4,6.30,14,"Northern California"
ak,10649248,1,"Saturday, February  2, 2013 03:56:11 UTC",62.3026,-148.9235,1.8,30.80,23,"Central Alaska"
us,c000f00n,4,"Saturday, February  2, 2013 03:48:06 UTC",-32.5616,-71.6039,4.0,30.20,12,"offshore Valparaiso, Chile"
us,c000ezyg,7,"Saturday, February  2, 2013 03:44:34 UTC",34.9903,-97.4664,2.8,13.80,19,"Oklahoma"
us,c000ezya,7,"Saturday, February  2, 2013 03:39:51 UTC",23.7353,121.9889,5.1,22.50,73,"Taiwan"
us,c000ezyd,7,"Saturday, February  2, 2013 03:39:51 UTC",-10.8641,165.3471,4.9,19.80,114,"Santa Cruz Islands"
ci,15280345,2,"Saturday, February  2, 2013 03:22:56 UTC",34.0048,-117.1675,1.1,10.10,98,"Greater Los Angeles area, California"
ci,15280337,2,"Saturday, February  2, 2013 03:09:40 UTC",33.7932,-116.0785,1.4,2.90,85,"Southern California"
ak,10649234,1,"Saturday, February  2, 2013 03:08:38 UTC",62.1357,-151.7013,1.8,90.90,14,"Central Alaska"
nc,71933591,3,"Saturday, February  2, 2013 03:00:43 UTC",41.4990,-121.9592,1.2,5.00, 9,"Northern California"
nc,71932015,4,"Saturday, February  2, 2013 02:56:46 UTC",40.1977,-121.1115,1.2,3.30, 8,"Northern California"
ci,15280329,2,"Saturday, February  2, 2013 02:52:55 UTC",33.9917,-116.0573,1.1,11.80,39,"Southern California"
ak,10649223,1,"Saturday, February  2, 2013 02:43:05 UTC",62.1728,-150.8119,2.7,68.80,48,"Central Alaska"
nc,71933576,0,"Saturday, February  2, 2013 02:27:52 UTC",38.7897,-122.7358,1.0,1.40,13,"Northern California"
nc,71933566,1,"Saturday, February  2, 2013 02:17:20 UTC",38.8160,-122.8113,1.7,3.50,35,"Northern California"
ak,10649209,1,"Saturday, February  2, 2013 02:13:53 UTC",61.7755,-149.5002,2.2,16.80,38,"Southern Alaska"
ak,10649203,1,"Saturday, February  2, 2013 02:04:32 UTC",63.5175,-147.3573,1.5,5.90,11,"Central Alaska"
nc,71933561,3,"Saturday, February  2, 2013 01:50:52 UTC",38.8037,-122.8112,1.9,2.10,61,"Northern California"
nc,71933556,1,"Saturday, February  2, 2013 01:25:01 UTC",38.7482,-122.7150,1.9,1.80,26,"Northern California"
us,c000ezxv,8,"Saturday, February  2, 2013 01:20:41 UTC",-10.8275,165.2375,4.9,35.20,94,"Santa Cruz Islands"
us,c000ezxz,4,"Saturday, February  2, 2013 01:19:36 UTC",-6.9599,105.4014,5.1,38.70,127,"Sunda Strait, Indonesia"
nc,71933551,2,"Saturday, February  2, 2013 01:18:26 UTC",36.5595,-121.0982,1.6,7.70,27,"Central California"
us,c000ezxt,7,"Saturday, February  2, 2013 01:15:49 UTC",-11.1458,165.3868,5.0,26.90,112,"Santa Cruz Islands"
ak,10649184,1,"Saturday, February  2, 2013 01:09:53 UTC",64.7763,-147.5642,1.2,17.00,11,"Central Alaska"
ci,15280297,2,"Saturday, February  2, 2013 00:57:12 UTC",35.4948,-118.3970,1.0,2.00,20,"Central California"
nc,71933536,0,"Saturday, February  2, 2013 00:52:30 UTC",38.8197,-122.7755,1.1,1.10, 7,"Northern California"
ak,10649176,1,"Saturday, February  2, 2013 00:51:29 UTC",62.7755,-148.9413,1.5,56.10, 8,"Central Alaska"
ak,10649167,1,"Saturday, February  2, 2013 00:07:16 UTC",64.9974,-147.4359,1.4,0.10,10,"Central Alaska"
ci,15280273,2,"Saturday, February  2, 2013 00:00:56 UTC",36.7588,-118.1488,1.1,0.90,16,"Central California"
ci,15280265,2,"Friday, February  1, 2013 23:58:08 UTC",33.7963,-116.0805,1.4,3.40,67,"Southern California"
nc,71933491,0,"Friday, February  1, 2013 23:18:46 UTC",38.7858,-122.7267,1.2,2.20,22,"Northern California"
ak,10649155,1,"Friday, February  1, 2013 23:16:23 UTC",63.9323,-148.8570,2.3,0.20,23,"Central Alaska"
us,c000ezxg,6,"Friday, February  1, 2013 23:16:04 UTC",13.7867,144.5918,4.4,153.90,31,"Guam region"
ak,10648994,1,"Friday, February  1, 2013 22:59:52 UTC",63.4270,-148.1450,1.4,135.60,11,"Central Alaska"
ci,15280241,2,"Friday, February  1, 2013 22:52:30 UTC",33.7957,-116.0805,1.1,2.10,48,"Southern California"
nc,71933471,1,"Friday, February  1, 2013 22:51:25 UTC",38.7777,-122.7720,1.2,1.60,24,"Northern California"
ci,15280233,2,"Friday, February  1, 2013 22:48:21 UTC",33.7962,-116.0815,1.0,1.80,39,"Southern California"
ci,15280225,2,"Friday, February  1, 2013 22:37:48 UTC",33.7978,-116.0813,1.1,2.30,51,"Southern California"
us,c000ezvd,6,"Friday, February  1, 2013 22:26:30 UTC",-11.1483,165.3388,4.9,9.80,26,"Santa Cruz Islands"
ci,15280209,2,"Friday, February  1, 2013 22:22:59 UTC",33.0537,-116.4363,1.0,7.00,55,"Southern California"
us,c000ezw4,E,"Friday, February  1, 2013 22:18:35 UTC",-11.0635,165.3264,6.4,22.00,133,"Santa Cruz Islands"
us,c000ezv6,E,"Friday, February  1, 2013 22:16:36 UTC",-10.9263,165.4500,6.3,19.90,288,"Santa Cruz Islands"
nc,71933426,1,"Friday, February  1, 2013 22:01:03 UTC",37.3245,-122.1038,1.8,0.60,30,"San Francisco Bay area, California"
ak,10648956,2,"Friday, February  1, 2013 21:59:22 UTC",52.1327,-173.4500,1.8,30.70, 7,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15280169,2,"Friday, February  1, 2013 21:50:21 UTC",34.0908,-117.3180,1.1,16.90,61,"Greater Los Angeles area, California"
nn,00401533,9,"Friday, February  1, 2013 21:41:23 UTC",39.0947,-118.1520,1.8,8.80,15,"Nevada"
uw,60504161,2,"Friday, February  1, 2013 21:38:36 UTC",48.0270,-122.8145,1.0,15.30,12,"Puget Sound region, Washington"
ak,10648939,1,"Friday, February  1, 2013 21:25:41 UTC",61.7584,-148.3941,1.1,15.90, 6,"Southern Alaska"
nc,71933381,4,"Friday, February  1, 2013 21:11:14 UTC",40.4447,-121.4958,1.9,3.00, 7,"Lassen Peak area, California"
nc,71933376,4,"Friday, February  1, 2013 21:04:14 UTC",39.6178,-121.5483,2.3,0.00,12,"Northern California"
ak,10648915,2,"Friday, February  1, 2013 21:03:50 UTC",65.5150,-144.5203,4.2,12.70,18,"northern Alaska"
nc,71933366,1,"Friday, February  1, 2013 20:47:40 UTC",36.7890,-122.0813,2.6,4.40,54,"offshore Central California"
ak,10648847,1,"Friday, February  1, 2013 19:59:32 UTC",62.1937,-148.3900,1.6,23.80,13,"Central Alaska"
nc,71933311,3,"Friday, February  1, 2013 19:59:13 UTC",38.7993,-122.7918,2.2,3.50,60,"Northern California"
nc,71933306,0,"Friday, February  1, 2013 19:54:08 UTC",37.4102,-118.6012,1.5,11.30,15,"Central California"
nn,00401515,9,"Friday, February  1, 2013 19:40:23 UTC",36.5369,-116.4606,1.6,6.30,17,"Nevada"
ci,15280025,2,"Friday, February  1, 2013 19:33:21 UTC",36.0738,-117.8557,1.6,1.90,50,"Central California"
ak,10648773,1,"Friday, February  1, 2013 19:32:26 UTC",62.0317,-149.8707,2.0,39.70, 9,"Central Alaska"
ak,10648770,1,"Friday, February  1, 2013 19:23:49 UTC",63.2170,-149.0013,1.4,1.50,10,"Central Alaska"
nc,71933281,2,"Friday, February  1, 2013 19:22:30 UTC",35.6478,-120.9390,1.2,5.40,35,"Central California"
ci,15280017,0,"Friday, February  1, 2013 19:22:18 UTC",33.7940,-116.0802,1.6,2.60,69,"Southern California"
ci,15280009,2,"Friday, February  1, 2013 18:55:42 UTC",33.9218,-116.3910,1.5,7.10,17,"Southern California"
ak,10648751,1,"Friday, February  1, 2013 18:55:19 UTC",61.8733,-150.6543,2.0,34.00,26,"Southern Alaska"
ak,10648745,1,"Friday, February  1, 2013 18:42:59 UTC",62.1499,-147.8827,1.5,39.70, 7,"Central Alaska"
us,c000ezq1,7,"Friday, February  1, 2013 18:23:06 UTC",42.8682,142.7919,4.6,131.00,206,"Hokkaido, Japan region"
nc,71933226,3,"Friday, February  1, 2013 18:13:43 UTC",37.4073,-118.6025,2.1,12.20,43,"Central California"
ci,15279993,2,"Friday, February  1, 2013 18:05:08 UTC",33.1777,-116.0423,1.4,5.10,43,"Southern California"
us,c000ezps,5,"Friday, February  1, 2013 18:04:10 UTC",-6.8434,129.5571,4.4,156.10,27,"Banda Sea"
uw,60504056,3,"Friday, February  1, 2013 17:55:34 UTC",47.8780,-121.6550,1.2,11.20,25,"Washington"
uw,60504041,2,"Friday, February  1, 2013 17:41:20 UTC",47.7103,-120.1837,1.7,0.60, 8,"Washington"
ci,15279985,2,"Friday, February  1, 2013 17:34:51 UTC",33.1762,-116.0442,1.3,3.60,22,"Southern California"
ak,10648718,1,"Friday, February  1, 2013 17:28:10 UTC",63.1808,-149.5020,1.1,75.10, 7,"Central Alaska"
us,c000ezp6,5,"Friday, February  1, 2013 17:21:23 UTC",-24.0765,-66.9065,4.7,179.50,43,"Salta, Argentina"
us,c000ezp4,7,"Friday, February  1, 2013 17:08:26 UTC",-0.1816,123.0677,4.9,124.90,132,"Sulawesi, Indonesia"
nc,71933176,0,"Friday, February  1, 2013 16:56:22 UTC",38.7535,-122.6965,1.3,1.60,13,"Northern California"
nc,71933171,0,"Friday, February  1, 2013 16:55:44 UTC",38.7550,-122.7042,1.2,1.20,12,"Northern California"
ci,15279953,2,"Friday, February  1, 2013 16:48:22 UTC",36.1512,-118.0758,1.0,3.80,28,"Central California"
ci,15279921,0,"Friday, February  1, 2013 16:25:19 UTC",33.0278,-116.4280,1.5,7.20,54,"Southern California"
ak,10648698,1,"Friday, February  1, 2013 16:21:50 UTC",63.3450,-152.0138,2.3,42.20, 8,"Central Alaska"
nc,71933131,1,"Friday, February  1, 2013 16:19:24 UTC",38.8258,-122.8545,1.2,2.60,24,"Northern California"
nc,71933121,1,"Friday, February  1, 2013 16:00:55 UTC",38.8112,-122.8230,1.8,2.40,27,"Northern California"
ci,15279873,2,"Friday, February  1, 2013 16:00:35 UTC",35.4507,-118.3440,1.1,5.10,29,"Central California"
nc,71933116,1,"Friday, February  1, 2013 15:58:05 UTC",37.4810,-118.8452,1.7,10.60,31,"Central California"
ak,10648689,1,"Friday, February  1, 2013 15:48:52 UTC",61.9569,-148.9370,1.3,15.80, 6,"Southern Alaska"
nc,71933101,0,"Friday, February  1, 2013 15:32:48 UTC",38.7635,-122.6093,1.6,2.30,11,"Northern California"
nc,71933106,3,"Friday, February  1, 2013 15:31:40 UTC",35.2245,-120.4888,1.3,12.40,21,"Central California"
ak,10648684,1,"Friday, February  1, 2013 15:29:32 UTC",61.7050,-150.4883,1.5,47.20, 6,"Southern Alaska"
ak,10648681,1,"Friday, February  1, 2013 14:51:04 UTC",62.3020,-151.1665,1.6,129.60, 9,"Central Alaska"
nc,71933071,2,"Friday, February  1, 2013 14:49:48 UTC",36.5175,-120.7027,1.5,8.70,13,"Central California"
ci,15279857,2,"Friday, February  1, 2013 14:41:24 UTC",34.0503,-117.1885,1.9,7.00,22,"Greater Los Angeles area, California"
ak,10648676,1,"Friday, February  1, 2013 14:29:27 UTC",61.7465,-151.3928,1.7,37.90, 8,"Southern Alaska"
nc,71933056,0,"Friday, February  1, 2013 14:13:17 UTC",38.8152,-122.8203,1.2,2.90,23,"Northern California"
hv,60461836,3,"Friday, February  1, 2013 14:08:21 UTC",19.8007,-156.1565,2.6,36.00,25,"Hawaii region, Hawaii"
nn,00401500,9,"Friday, February  1, 2013 14:07:41 UTC",38.3912,-119.5258,1.6,7.40, 9,"Central California"
us,c000ezlw,8,"Friday, February  1, 2013 14:06:48 UTC",35.5505,139.9580,4.8,72.00,41,"near the south coast of Honshu, Japan"
nc,71933036,2,"Friday, February  1, 2013 13:52:55 UTC",36.5093,-121.0913,1.1,5.20,17,"Central California"
nc,71933026,3,"Friday, February  1, 2013 13:49:49 UTC",38.8142,-122.8193,2.3,3.00,81,"Northern California"
nc,71933021,3,"Friday, February  1, 2013 13:48:03 UTC",38.8157,-122.8052,2.2,2.30,77,"Northern California"
nc,71933016,1,"Friday, February  1, 2013 13:38:06 UTC",37.4718,-118.8472,1.9,9.00,31,"Central California"
nc,71933006,5,"Friday, February  1, 2013 13:28:15 UTC",35.6665,-121.0730,3.1,6.80,96,"Central California"
nc,71932976,1,"Friday, February  1, 2013 12:25:16 UTC",37.9732,-122.0370,1.7,15.10,21,"San Francisco Bay area, California"
ak,10648656,1,"Friday, February  1, 2013 12:18:53 UTC",59.9835,-153.0019,1.6,3.30, 7,"Southern Alaska"
mb,13600618,2,"Friday, February  1, 2013 11:29:54 UTC",47.0941,-113.0523,1.2,2.80,16,"western Montana"
nc,71932931,3,"Friday, February  1, 2013 11:14:34 UTC",38.8228,-122.8378,2.0,1.00,69,"Northern California"
nc,71932921,1,"Friday, February  1, 2013 11:11:18 UTC",38.8238,-122.8372,2.0,1.10,33,"Northern California"
us,c000ezl2,6,"Friday, February  1, 2013 10:55:26 UTC",38.4965,142.3438,4.4,50.70,27,"near the east coast of Honshu, Japan"
nc,71932911,2,"Friday, February  1, 2013 10:54:59 UTC",35.7980,-120.3450,1.1,8.80,53,"Central California"
mb,13074467,2,"Friday, February  1, 2013 10:44:43 UTC",46.8898,-112.2030,1.0,14.40,10,"western Montana"
us,c000ezkv,6,"Friday, February  1, 2013 10:39:46 UTC",-26.5598,-178.9872,4.7,368.10,185,"south of the Fiji Islands"
nc,71932901,3,"Friday, February  1, 2013 10:35:33 UTC",35.7945,-120.3475,1.4,9.00,64,"Central California"
nc,71932896,2,"Friday, February  1, 2013 10:34:01 UTC",35.9405,-120.4937,1.1,10.60,41,"Central California"
ak,10648627,2,"Friday, February  1, 2013 10:22:21 UTC",67.7565,-143.7765,3.5,7.50,32,"northern Alaska"
ci,15279801,2,"Friday, February  1, 2013 10:06:45 UTC",31.8680,-116.1980,2.5,8.20,20,"Baja California, Mexico"
ak,10648619,1,"Friday, February  1, 2013 10:05:04 UTC",61.8289,-149.7892,1.4,34.30,10,"Southern Alaska"
nc,71932881,0,"Friday, February  1, 2013 09:40:45 UTC",39.1263,-123.1553,1.6,6.20, 8,"Northern California"
uu,60012072,4,"Friday, February  1, 2013 09:18:24 UTC",37.9168,-112.4618,2.2,5.10,22,"Utah"
nc,71932831,3,"Friday, February  1, 2013 08:59:40 UTC",38.8247,-122.8558,2.2,2.50,80,"Northern California"
ak,10648594,1,"Friday, February  1, 2013 08:22:40 UTC",63.3835,-149.8101,1.1,89.30, 5,"Central Alaska"
nc,71932786,2,"Friday, February  1, 2013 08:05:35 UTC",36.3020,-120.8123,1.9,9.50,49,"Central California"
nc,71932781,1,"Friday, February  1, 2013 07:47:05 UTC",38.8130,-122.8163,1.4,3.10,28,"Northern California"
us,c000ezjt,7,"Friday, February  1, 2013 07:39:46 UTC",48.2846,154.6969,4.7,36.00,181,"Kuril Islands"
nc,71932776,0,"Friday, February  1, 2013 07:39:37 UTC",38.8275,-122.8550,1.1,2.20,22,"Northern California"
ak,10648568,2,"Friday, February  1, 2013 07:20:25 UTC",60.0257,-153.0424,2.8,3.70,19,"Southern Alaska"
hv,60461781,1,"Friday, February  1, 2013 07:19:35 UTC",19.3552,-155.2725,1.8,31.10,34,"Island of Hawaii, Hawaii"
ak,10648567,1,"Friday, February  1, 2013 07:17:26 UTC",59.9664,-152.9976,1.1,5.00, 8,"Southern Alaska"
ci,15279777,2,"Friday, February  1, 2013 07:11:16 UTC",33.0015,-116.2347,1.6,5.90,78,"Southern California"
nc,71932761,0,"Friday, February  1, 2013 06:58:45 UTC",38.8123,-122.8203,1.2,2.80,19,"Northern California"
ak,10648551,1,"Friday, February  1, 2013 06:47:57 UTC",59.2405,-142.7388,3.2,0.50,43,"Gulf of Alaska"
nc,71932736,0,"Friday, February  1, 2013 06:44:06 UTC",37.4188,-118.9263,1.5,4.80,16,"Central California"
ak,10648546,1,"Friday, February  1, 2013 06:33:25 UTC",59.3305,-152.6670,2.3,108.00,13,"Southern Alaska"
us,c000ezj6,8,"Friday, February  1, 2013 06:32:36 UTC",47.4805,81.1063,4.5,16.20,90,"eastern Kazakhstan"
uu,60012067,4,"Friday, February  1, 2013 06:15:37 UTC",37.9178,-112.4975,2.2,5.40,21,"Utah"
ak,10648543,2,"Friday, February  1, 2013 06:14:42 UTC",62.1029,-141.9513,1.9,9.60, 8,"Central Alaska"
ak,10648539,1,"Friday, February  1, 2013 06:14:41 UTC",61.7891,-151.8703,2.0,141.10,14,"Southern Alaska"
nc,71932711,0,"Friday, February  1, 2013 06:09:17 UTC",37.5293,-118.8193,1.0,7.30,14,"Central California"
nc,71932706,1,"Friday, February  1, 2013 05:51:04 UTC",38.8160,-122.8178,1.8,2.50,35,"Northern California"
pr,13032000,0,"Friday, February  1, 2013 05:44:28 UTC",18.1840,-67.4032,2.8,9.00,16,"Mona Passage, Puerto Rico"
us,c000ezil,A,"Friday, February  1, 2013 05:36:40 UTC",-11.0900,165.5377,6.0,9.40,278,"Santa Cruz Islands"
ak,10648525,1,"Friday, February  1, 2013 05:30:23 UTC",62.1464,-152.1903,2.4,134.40,36,"Central Alaska"
ak,10648523,1,"Friday, February  1, 2013 05:12:27 UTC",63.2378,-150.1948,1.2,82.50, 7,"Central Alaska"
ak,10648518,1,"Friday, February  1, 2013 04:53:48 UTC",60.0102,-152.9927,1.7,2.50,14,"Southern Alaska"
ci,15279737,2,"Friday, February  1, 2013 04:51:56 UTC",33.6972,-116.8208,1.2,17.50,73,"Southern California"
nc,71932686,2,"Friday, February  1, 2013 04:38:14 UTC",36.4693,-120.9853,1.0,6.40,14,"Central California"
ak,10648510,1,"Friday, February  1, 2013 04:36:44 UTC",60.0097,-152.9924,1.9,2.70,16,"Southern Alaska"
nc,71069509,2,"Friday, February  1, 2013 04:17:41 UTC",36.4678,-120.9910,1.1,6.90,17,"Central California"
ci,15279729,2,"Friday, February  1, 2013 04:17:17 UTC",35.4863,-118.2900,1.4,3.10,50,"Central California"
nc,71932671,1,"Friday, February  1, 2013 04:08:37 UTC",38.8135,-122.8045,1.2,2.30,26,"Northern California"
ci,15279721,2,"Friday, February  1, 2013 04:05:54 UTC",36.3987,-117.8410,1.4,1.00,35,"Central California"
ak,10648500,2,"Friday, February  1, 2013 04:01:10 UTC",59.9382,-152.8611,1.5,95.50, 9,"Southern Alaska"
ci,15279713,2,"Friday, February  1, 2013 03:59:19 UTC",35.8183,-117.6922,1.2,7.60,42,"Central California"
nc,71932661,3,"Friday, February  1, 2013 03:52:53 UTC",39.6597,-122.8730,1.4,0.00,15,"Northern California"
ak,10648490,1,"Friday, February  1, 2013 03:36:37 UTC",59.9992,-153.0501,2.6,6.50,27,"Southern Alaska"
ak,10648484,1,"Friday, February  1, 2013 03:33:26 UTC",60.0158,-152.9110,2.8,0.10,33,"Southern Alaska"
ak,10648481,1,"Friday, February  1, 2013 03:22:31 UTC",63.4528,-150.8713,1.4,13.40, 8,"Central Alaska"
ak,10648474,1,"Friday, February  1, 2013 03:15:33 UTC",61.3791,-151.4807,2.0,89.90,25,"Southern Alaska"
nc,71932646,1,"Friday, February  1, 2013 03:15:28 UTC",38.8093,-122.8138,1.5,2.10,25,"Northern California"
uw,60503811,2,"Friday, February  1, 2013 03:06:38 UTC",48.0092,-122.7317,1.0,13.10,15,"Puget Sound region, Washington"
nc,71932631,1,"Friday, February  1, 2013 02:49:57 UTC",38.7933,-122.7800,1.7,4.00,32,"Northern California"
ak,10648463,1,"Friday, February  1, 2013 02:33:43 UTC",59.2296,-152.3089,2.0,42.60,10,"Southern Alaska"
us,c000ezhu,7,"Friday, February  1, 2013 02:17:27 UTC",-6.9508,147.6674,5.9,34.80,124,"eastern New Guinea region, Papua New Guinea"
uw,60503806,2,"Friday, February  1, 2013 02:11:37 UTC",48.0168,-122.7905,1.8,17.60,26,"Puget Sound region, Washington"
nc,71932621,2,"Friday, February  1, 2013 02:09:43 UTC",36.0125,-120.5745,1.4,4.70,45,"Central California"
ak,10648446,1,"Friday, February  1, 2013 02:09:40 UTC",65.0179,-149.0313,1.1,17.70, 7,"northern Alaska"
ak,10648440,1,"Friday, February  1, 2013 01:59:01 UTC",62.8110,-147.8232,1.8,42.40,12,"Central Alaska"
ak,10648436,1,"Friday, February  1, 2013 01:51:19 UTC",60.0532,-152.2492,1.3,26.10, 7,"Southern Alaska"
us,c000ezhs,7,"Friday, February  1, 2013 01:49:13 UTC",-10.9845,165.4756,4.9,29.80,128,"Santa Cruz Islands"
ak,10648427,1,"Friday, February  1, 2013 01:39:30 UTC",61.8502,-149.8625,1.4,35.20,10,"Southern Alaska"
ak,10648416,1,"Friday, February  1, 2013 01:26:37 UTC",63.5012,-146.3493,1.1,9.80, 7,"Central Alaska"
nc,71932601,3,"Friday, February  1, 2013 01:15:58 UTC",36.0898,-121.7273,1.3,15.90, 8,"offshore Central California"
nc,71932596,2,"Friday, February  1, 2013 01:13:18 UTC",36.3067,-120.8587,1.4,7.70,24,"Central California"
ak,10648396,1,"Friday, February  1, 2013 00:51:17 UTC",62.2810,-148.8138,1.0,33.30, 6,"Central Alaska"
us,c000ezhk,6,"Friday, February  1, 2013 00:42:59 UTC",-11.0555,165.4805,4.8,9.90,99,"Santa Cruz Islands"
ak,10648387,1,"Friday, February  1, 2013 00:38:58 UTC",62.1646,-147.5438,1.3,30.40, 6,"Central Alaska"
us,c000ezhb,4,"Friday, February  1, 2013 00:18:08 UTC",-11.0338,165.3336,5.1,10.70,32,"Santa Cruz Islands"
ci,15279681,2,"Friday, February  1, 2013 00:12:09 UTC",32.5422,-116.7777,1.6,0.00,28,"Baja California, Mexico"
ak,10648364,1,"Friday, February  1, 2013 00:09:20 UTC",65.0385,-147.4320,1.4,0.00, 7,"northern Alaska"
uu,60012057,2,"Friday, February  1, 2013 00:07:22 UTC",40.5708,-111.2243,1.4,11.40,22,"Utah"
nc,71932551,2,"Friday, February  1, 2013 00:03:31 UTC",35.6587,-121.0788,1.0,9.30,19,"Central California"
us,2013lbbf,5,"Thursday, January 31, 2013 23:57:00 UTC",-10.9901,165.4782,4.6,10.00,20,"Santa Cruz Islands"
ak,10648345,2,"Thursday, January 31, 2013 23:40:36 UTC",60.3617,-151.0057,2.7,69.60,67,"Kenai Peninsula, Alaska"
ak,10648344,2,"Thursday, January 31, 2013 23:37:04 UTC",58.1171,-155.6844,2.1,121.70,40,"Alaska Peninsula"
ak,10648341,2,"Thursday, January 31, 2013 23:27:50 UTC",55.7493,-160.8288,2.5,15.80,10,"Alaska Peninsula"
uw,60503756,1,"Thursday, January 31, 2013 23:09:38 UTC",47.6910,-120.0602,1.5,7.10,12,"Washington"
nc,71932521,3,"Thursday, January 31, 2013 23:08:04 UTC",39.1290,-121.8742,1.5,1.20, 7,"Northern California"
ak,10649640,2,"Thursday, January 31, 2013 23:05:40 UTC",57.3474,-155.9441,1.9,86.20,10,"Alaska Peninsula"
nc,71932511,3,"Thursday, January 31, 2013 22:59:43 UTC",39.1217,-121.8935,1.6,0.90, 9,"Northern California"
nc,71932501,3,"Thursday, January 31, 2013 22:52:18 UTC",39.2007,-121.8363,1.2,0.80, 9,"Northern California"
nc,71932496,2,"Thursday, January 31, 2013 22:47:34 UTC",36.4325,-120.8175,1.7,11.80,23,"Central California"
ak,10648140,2,"Thursday, January 31, 2013 22:43:36 UTC",62.0596,-145.1197,1.5,13.70,20,"Central Alaska"
pr,13031001,0,"Thursday, January 31, 2013 22:22:51 UTC",19.6245,-65.5158,3.2,52.00, 7,"Puerto Rico region"
ak,10648118,2,"Thursday, January 31, 2013 22:13:34 UTC",63.1110,-151.4917,1.0,6.60,14,"Central Alaska"
ak,10649636,2,"Thursday, January 31, 2013 22:03:07 UTC",55.4116,-135.0791,3.0,20.00,10,"off the coast of Southeastern Alaska"
nc,71932456,3,"Thursday, January 31, 2013 21:46:42 UTC",39.1732,-121.8478,1.6,0.90, 7,"Northern California"
ak,10649635,2,"Thursday, January 31, 2013 21:45:37 UTC",63.0079,-150.6751,1.1,106.10,11,"Central Alaska"
ci,15279657,2,"Thursday, January 31, 2013 21:43:57 UTC",33.3657,-116.8207,1.2,5.80,25,"Southern California"
nc,71932441,3,"Thursday, January 31, 2013 21:25:23 UTC",39.1610,-121.8555,1.7,0.80, 6,"Northern California"
ak,10648081,2,"Thursday, January 31, 2013 21:22:23 UTC",61.5808,-146.2273,1.3,36.60,19,"Southern Alaska"
us,c000ezjq,3,"Thursday, January 31, 2013 21:20:33 UTC",31.8719,-94.3971,2.7,5.50,11,"eastern Texas"
ak,10648065,2,"Thursday, January 31, 2013 21:18:29 UTC",63.0850,-150.8588,1.3,122.50,20,"Central Alaska"
uw,60503681,2,"Thursday, January 31, 2013 21:15:13 UTC",45.7197,-121.3955,1.1,0.00,13,"Washington"
ak,10648057,3,"Thursday, January 31, 2013 21:10:39 UTC",63.2422,-150.7534,1.4,125.80,16,"Central Alaska"
ak,10649630,2,"Thursday, January 31, 2013 21:05:58 UTC",62.0424,-145.2012,1.1,14.70,15,"Central Alaska"
ci,15279625,2,"Thursday, January 31, 2013 21:00:46 UTC",34.2798,-119.0615,1.5,5.10, 9,"Greater Los Angeles area, California"
ak,10648051,2,"Thursday, January 31, 2013 21:00:24 UTC",53.8928,-165.1366,2.2,48.70,19,"Fox Islands, Aleutian Islands, Alaska"
ci,15279633,2,"Thursday, January 31, 2013 20:59:12 UTC",35.9192,-117.1762,1.1,2.90,12,"Central California"
