mac,bunit,category,should_update,asset_id,dns,country,lat,should_timesync,city,nt_host,owner,requires_av,asset_tag,long,pci_domain,priority,key,ip,is_expected
,,,,,,,,,,,,,iso27002,,,,192.168.13.195,,
,,,,,,,,,,,,,americas,,,,192.168.13.195,,
,,,,,,,,,,,,,should_update,,,,192.168.13.195,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.196,192.168.13.196,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.196,,
,,,,,,,,,,,,,americas,,,,192.168.13.196,,
,,,,,,,,,,,,,should_update,,,,192.168.13.196,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.197,192.168.13.197,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.197,,
,,,,,,,,,,,,,americas,,,,192.168.13.197,,
,,,,,,,,,,,,,should_update,,,,192.168.13.197,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.198,192.168.13.198,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.198,,
,,,,,,,,,,,,,americas,,,,192.168.13.198,,
,,,,,,,,,,,,,should_update,,,,192.168.13.198,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.199,192.168.13.199,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.199,,
,,,,,,,,,,,,,americas,,,,192.168.13.199,,
,,,,,,,,,,,,,should_update,,,,192.168.13.199,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.200,192.168.13.200,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.200,,
,,,,,,,,,,,,,americas,,,,192.168.13.200,,
,,,,,,,,,,,,,should_update,,,,192.168.13.200,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.201,192.168.13.201,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.201,,
,,,,,,,,,,,,,americas,,,,192.168.13.201,,
,,,,,,,,,,,,,should_update,,,,192.168.13.201,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.202,192.168.13.202,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.202,,
,,,,,,,,,,,,,americas,,,,192.168.13.202,,
,,,,,,,,,,,,,should_update,,,,192.168.13.202,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.203,192.168.13.203,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.203,,
,,,,,,,,,,,,,americas,,,,192.168.13.203,,
,,,,,,,,,,,,,should_update,,,,192.168.13.203,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.204,192.168.13.204,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.204,,
,,,,,,,,,,,,,americas,,,,192.168.13.204,,
,,,,,,,,,,,,,should_update,,,,192.168.13.204,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.205,192.168.13.205,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.205,,
,,,,,,,,,,,,,americas,,,,192.168.13.205,,
,,,,,,,,,,,,,should_update,,,,192.168.13.205,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.206,192.168.13.206,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.206,,
,,,,,,,,,,,,,americas,,,,192.168.13.206,,
,,,,,,,,,,,,,should_update,,,,192.168.13.206,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.207,192.168.13.207,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.207,,
,,,,,,,,,,,,,americas,,,,192.168.13.207,,
,,,,,,,,,,,,,should_update,,,,192.168.13.207,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.208,192.168.13.208,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.208,,
,,,,,,,,,,,,,americas,,,,192.168.13.208,,
,,,,,,,,,,,,,should_update,,,,192.168.13.208,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.209,192.168.13.209,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.209,,
,,,,,,,,,,,,,americas,,,,192.168.13.209,,
,,,,,,,,,,,,,should_update,,,,192.168.13.209,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.210,192.168.13.210,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.210,,
,,,,,,,,,,,,,americas,,,,192.168.13.210,,
,,,,,,,,,,,,,should_update,,,,192.168.13.210,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.211,192.168.13.211,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.211,,
,,,,,,,,,,,,,americas,,,,192.168.13.211,,
,,,,,,,,,,,,,should_update,,,,192.168.13.211,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.212,192.168.13.212,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.212,,
,,,,,,,,,,,,,americas,,,,192.168.13.212,,
,,,,,,,,,,,,,should_update,,,,192.168.13.212,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.213,192.168.13.213,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.213,,
,,,,,,,,,,,,,americas,,,,192.168.13.213,,
,,,,,,,,,,,,,should_update,,,,192.168.13.213,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.214,192.168.13.214,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.214,,
,,,,,,,,,,,,,americas,,,,192.168.13.214,,
,,,,,,,,,,,,,should_update,,,,192.168.13.214,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.215,192.168.13.215,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.215,,
,,,,,,,,,,,,,americas,,,,192.168.13.215,,
,,,,,,,,,,,,,should_update,,,,192.168.13.215,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.216,192.168.13.216,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.216,,
,,,,,,,,,,,,,americas,,,,192.168.13.216,,
,,,,,,,,,,,,,should_update,,,,192.168.13.216,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.217,192.168.13.217,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.217,,
,,,,,,,,,,,,,americas,,,,192.168.13.217,,
,,,,,,,,,,,,,should_update,,,,192.168.13.217,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.218,192.168.13.218,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.218,,
,,,,,,,,,,,,,americas,,,,192.168.13.218,,
,,,,,,,,,,,,,should_update,,,,192.168.13.218,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.219,192.168.13.219,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.219,,
,,,,,,,,,,,,,americas,,,,192.168.13.219,,
,,,,,,,,,,,,,should_update,,,,192.168.13.219,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.220,192.168.13.220,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.220,,
,,,,,,,,,,,,,americas,,,,192.168.13.220,,
,,,,,,,,,,,,,should_update,,,,192.168.13.220,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.221,192.168.13.221,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.221,,
,,,,,,,,,,,,,americas,,,,192.168.13.221,,
,,,,,,,,,,,,,should_update,,,,192.168.13.221,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.222,192.168.13.222,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.222,,
,,,,,,,,,,,,,americas,,,,192.168.13.222,,
,,,,,,,,,,,,,should_update,,,,192.168.13.222,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.223,192.168.13.223,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.223,,
,,,,,,,,,,,,,americas,,,,192.168.13.223,,
,,,,,,,,,,,,,should_update,,,,192.168.13.223,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.224,192.168.13.224,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.224,,
,,,,,,,,,,,,,americas,,,,192.168.13.224,,
,,,,,,,,,,,,,should_update,,,,192.168.13.224,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.225,192.168.13.225,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.225,,
,,,,,,,,,,,,,americas,,,,192.168.13.225,,
,,,,,,,,,,,,,should_update,,,,192.168.13.225,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.226,192.168.13.226,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.226,,
,,,,,,,,,,,,,americas,,,,192.168.13.226,,
,,,,,,,,,,,,,should_update,,,,192.168.13.226,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.227,192.168.13.227,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.227,,
,,,,,,,,,,,,,americas,,,,192.168.13.227,,
,,,,,,,,,,,,,should_update,,,,192.168.13.227,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.228,192.168.13.228,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.228,,
,,,,,,,,,,,,,americas,,,,192.168.13.228,,
,,,,,,,,,,,,,should_update,,,,192.168.13.228,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.229,192.168.13.229,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.229,,
,,,,,,,,,,,,,americas,,,,192.168.13.229,,
,,,,,,,,,,,,,should_update,,,,192.168.13.229,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.230,192.168.13.230,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.230,,
,,,,,,,,,,,,,americas,,,,192.168.13.230,,
,,,,,,,,,,,,,should_update,,,,192.168.13.230,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.231,192.168.13.231,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.231,,
,,,,,,,,,,,,,americas,,,,192.168.13.231,,
,,,,,,,,,,,,,should_update,,,,192.168.13.231,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.232,192.168.13.232,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.232,,
,,,,,,,,,,,,,americas,,,,192.168.13.232,,
,,,,,,,,,,,,,should_update,,,,192.168.13.232,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.233,192.168.13.233,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.233,,
,,,,,,,,,,,,,americas,,,,192.168.13.233,,
,,,,,,,,,,,,,should_update,,,,192.168.13.233,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.234,192.168.13.234,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.234,,
,,,,,,,,,,,,,americas,,,,192.168.13.234,,
,,,,,,,,,,,,,should_update,,,,192.168.13.234,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.235,192.168.13.235,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.235,,
,,,,,,,,,,,,,americas,,,,192.168.13.235,,
,,,,,,,,,,,,,should_update,,,,192.168.13.235,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.236,192.168.13.236,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.236,,
,,,,,,,,,,,,,americas,,,,192.168.13.236,,
,,,,,,,,,,,,,should_update,,,,192.168.13.236,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.237,192.168.13.237,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.237,,
,,,,,,,,,,,,,americas,,,,192.168.13.237,,
,,,,,,,,,,,,,should_update,,,,192.168.13.237,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.238,192.168.13.238,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.238,,
,,,,,,,,,,,,,americas,,,,192.168.13.238,,
,,,,,,,,,,,,,should_update,,,,192.168.13.238,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.239,192.168.13.239,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.239,,
,,,,,,,,,,,,,americas,,,,192.168.13.239,,
,,,,,,,,,,,,,should_update,,,,192.168.13.239,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.240,192.168.13.240,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.240,,
,,,,,,,,,,,,,americas,,,,192.168.13.240,,
,,,,,,,,,,,,,should_update,,,,192.168.13.240,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.241,192.168.13.241,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.241,,
,,,,,,,,,,,,,americas,,,,192.168.13.241,,
,,,,,,,,,,,,,should_update,,,,192.168.13.241,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.242,192.168.13.242,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.242,,
,,,,,,,,,,,,,americas,,,,192.168.13.242,,
,,,,,,,,,,,,,should_update,,,,192.168.13.242,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.243,192.168.13.243,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.243,,
,,,,,,,,,,,,,americas,,,,192.168.13.243,,
,,,,,,,,,,,,,should_update,,,,192.168.13.243,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.244,192.168.13.244,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.244,,
,,,,,,,,,,,,,americas,,,,192.168.13.244,,
,,,,,,,,,,,,,should_update,,,,192.168.13.244,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.245,192.168.13.245,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.245,,
,,,,,,,,,,,,,americas,,,,192.168.13.245,,
,,,,,,,,,,,,,should_update,,,,192.168.13.245,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.246,192.168.13.246,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.246,,
,,,,,,,,,,,,,americas,,,,192.168.13.246,,
,,,,,,,,,,,,,should_update,,,,192.168.13.246,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.247,192.168.13.247,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.247,,
,,,,,,,,,,,,,americas,,,,192.168.13.247,,
,,,,,,,,,,,,,should_update,,,,192.168.13.247,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.248,192.168.13.248,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.248,,
,,,,,,,,,,,,,americas,,,,192.168.13.248,,
,,,,,,,,,,,,,should_update,,,,192.168.13.248,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.249,192.168.13.249,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.249,,
,,,,,,,,,,,,,americas,,,,192.168.13.249,,
,,,,,,,,,,,,,should_update,,,,192.168.13.249,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.250,192.168.13.250,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.250,,
,,,,,,,,,,,,,americas,,,,192.168.13.250,,
,,,,,,,,,,,,,should_update,,,,192.168.13.250,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.251,192.168.13.251,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.251,,
,,,,,,,,,,,,,americas,,,,192.168.13.251,,
,,,,,,,,,,,,,should_update,,,,192.168.13.251,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.252,192.168.13.252,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.252,,
,,,,,,,,,,,,,americas,,,,192.168.13.252,,
,,,,,,,,,,,,,should_update,,,,192.168.13.252,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.253,192.168.13.253,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.253,,
,,,,,,,,,,,,,americas,,,,192.168.13.253,,
,,,,,,,,,,,,,should_update,,,,192.168.13.253,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.254,192.168.13.254,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.254,,
,,,,,,,,,,,,,americas,,,,192.168.13.254,,
,,,,,,,,,,,,,should_update,,,,192.168.13.254,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.13.255,192.168.13.255,false
,,,,,,,,,,,,,iso27002,,,,192.168.13.255,,
,,,,,,,,,,,,,americas,,,,192.168.13.255,,
,,,,,,,,,,,,,should_update,,,,192.168.13.255,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.0,192.168.14.0,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.0,,
,,,,,,,,,,,,,americas,,,,192.168.14.0,,
,,,,,,,,,,,,,should_update,,,,192.168.14.0,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.1,192.168.14.1,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.1,,
,,,,,,,,,,,,,americas,,,,192.168.14.1,,
,,,,,,,,,,,,,should_update,,,,192.168.14.1,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.2,192.168.14.2,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.2,,
,,,,,,,,,,,,,americas,,,,192.168.14.2,,
,,,,,,,,,,,,,should_update,,,,192.168.14.2,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.3,192.168.14.3,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.3,,
,,,,,,,,,,,,,americas,,,,192.168.14.3,,
,,,,,,,,,,,,,should_update,,,,192.168.14.3,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.4,192.168.14.4,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.4,,
,,,,,,,,,,,,,americas,,,,192.168.14.4,,
,,,,,,,,,,,,,should_update,,,,192.168.14.4,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.5,192.168.14.5,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.5,,
,,,,,,,,,,,,,americas,,,,192.168.14.5,,
,,,,,,,,,,,,,should_update,,,,192.168.14.5,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.6,192.168.14.6,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.6,,
,,,,,,,,,,,,,americas,,,,192.168.14.6,,
,,,,,,,,,,,,,should_update,,,,192.168.14.6,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.7,192.168.14.7,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.7,,
,,,,,,,,,,,,,americas,,,,192.168.14.7,,
,,,,,,,,,,,,,should_update,,,,192.168.14.7,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.8,192.168.14.8,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.8,,
,,,,,,,,,,,,,americas,,,,192.168.14.8,,
,,,,,,,,,,,,,should_update,,,,192.168.14.8,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.9,192.168.14.9,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.9,,
,,,,,,,,,,,,,americas,,,,192.168.14.9,,
,,,,,,,,,,,,,should_update,,,,192.168.14.9,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.10,192.168.14.10,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.10,,
,,,,,,,,,,,,,americas,,,,192.168.14.10,,
,,,,,,,,,,,,,should_update,,,,192.168.14.10,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.11,192.168.14.11,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.11,,
,,,,,,,,,,,,,americas,,,,192.168.14.11,,
,,,,,,,,,,,,,should_update,,,,192.168.14.11,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.12,192.168.14.12,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.12,,
,,,,,,,,,,,,,americas,,,,192.168.14.12,,
,,,,,,,,,,,,,should_update,,,,192.168.14.12,,
,americas,iso27002,true,ab55803d42d270e688c6d82e3fc0da4bf3abef01,,USA,37.694452,true,Pleasanton,,,false,should_timesync,-121.894461,untrust,high,192.168.14.13,192.168.14.13,false
,,,,,,,,,,,,,iso27002,,,,192.168.14.13,,
,,,,,,,,,,,,,americas,,,,192.168.14.13,,
